	S.Agona_03	S.Agona_01	S.Enteritidis_04	S.Agona_02	S.GoldCoast_02	S.Enteritidis_03	S.GoldCoast_03	S.Enteritidis_01	S.GoldCoast_01	S.Enteritidis_02
group_2489	a8d707dd2880a5cfa9813f73f0500e2cfc37c5fb6556cf16cee180ddf970fc6f	a8d707dd2880a5cfa9813f73f0500e2cfc37c5fb6556cf16cee180ddf970fc6f	d41d9db0696d8b5f29251781e13a421710c5f790e5f19a40572a3b79cf9485e7	a8d707dd2880a5cfa9813f73f0500e2cfc37c5fb6556cf16cee180ddf970fc6f	c1c308b01f05a41edd719be6137f801e96061769ee134380b72a30383a633a22	d41d9db0696d8b5f29251781e13a421710c5f790e5f19a40572a3b79cf9485e7	c1c308b01f05a41edd719be6137f801e96061769ee134380b72a30383a633a22	d41d9db0696d8b5f29251781e13a421710c5f790e5f19a40572a3b79cf9485e7	c1c308b01f05a41edd719be6137f801e96061769ee134380b72a30383a633a22	d41d9db0696d8b5f29251781e13a421710c5f790e5f19a40572a3b79cf9485e7
group_2496	bcd7b4c3267cf777cc87c1e0d105a36e9be8d8edff7f7cffcaef2a303d3579a0	bcd7b4c3267cf777cc87c1e0d105a36e9be8d8edff7f7cffcaef2a303d3579a0	3ba09eb4b735a09d5b142ca5850fa8999f09b5d1634148562412bb6cff61cdac	bcd7b4c3267cf777cc87c1e0d105a36e9be8d8edff7f7cffcaef2a303d3579a0	bcd7b4c3267cf777cc87c1e0d105a36e9be8d8edff7f7cffcaef2a303d3579a0	3ba09eb4b735a09d5b142ca5850fa8999f09b5d1634148562412bb6cff61cdac	bcd7b4c3267cf777cc87c1e0d105a36e9be8d8edff7f7cffcaef2a303d3579a0	3ba09eb4b735a09d5b142ca5850fa8999f09b5d1634148562412bb6cff61cdac	bcd7b4c3267cf777cc87c1e0d105a36e9be8d8edff7f7cffcaef2a303d3579a0	3ba09eb4b735a09d5b142ca5850fa8999f09b5d1634148562412bb6cff61cdac
group_2508	6db7ceae27566bb423f204f4b50fe46ae986082e6f0026096407e612c954e3d0	6db7ceae27566bb423f204f4b50fe46ae986082e6f0026096407e612c954e3d0	943d27a1931cf18f2a0bdea0abb584e6e2e6c2a64c99705de02fcc1d3b8d5a0f	6db7ceae27566bb423f204f4b50fe46ae986082e6f0026096407e612c954e3d0	1180df6e5de28bd74f968bf4e31a1f46e5b4f1e025350d25af257acd9cae26ce	943d27a1931cf18f2a0bdea0abb584e6e2e6c2a64c99705de02fcc1d3b8d5a0f	1180df6e5de28bd74f968bf4e31a1f46e5b4f1e025350d25af257acd9cae26ce	943d27a1931cf18f2a0bdea0abb584e6e2e6c2a64c99705de02fcc1d3b8d5a0f	1180df6e5de28bd74f968bf4e31a1f46e5b4f1e025350d25af257acd9cae26ce	943d27a1931cf18f2a0bdea0abb584e6e2e6c2a64c99705de02fcc1d3b8d5a0f
group_2509	71026ac8f45f45a532976515bc14ec6a50cde3cd5d3c014d1361a29de57ff2df	71026ac8f45f45a532976515bc14ec6a50cde3cd5d3c014d1361a29de57ff2df	ed052bdf9f4397974a59e0d2d760446ccccfec35cb75b8853c45e349d3ad3d18	71026ac8f45f45a532976515bc14ec6a50cde3cd5d3c014d1361a29de57ff2df	d5ec275b943ba2ed4312b18586f94665e5c4db9d0e0fb13ce578cb377e38d330	ed052bdf9f4397974a59e0d2d760446ccccfec35cb75b8853c45e349d3ad3d18	d5ec275b943ba2ed4312b18586f94665e5c4db9d0e0fb13ce578cb377e38d330	ed052bdf9f4397974a59e0d2d760446ccccfec35cb75b8853c45e349d3ad3d18	d5ec275b943ba2ed4312b18586f94665e5c4db9d0e0fb13ce578cb377e38d330	ed052bdf9f4397974a59e0d2d760446ccccfec35cb75b8853c45e349d3ad3d18
group_2515	53f6f0fd639f90177675ae14ed2ac75b326c83ec350ceda05449e961ef5d9904	53f6f0fd639f90177675ae14ed2ac75b326c83ec350ceda05449e961ef5d9904	0b089908423b16ce96ce6ec0279374a5d44c210e570bad0368a8dca55559135a	53f6f0fd639f90177675ae14ed2ac75b326c83ec350ceda05449e961ef5d9904	635607ce202bbea85a4a043c954493f39740d6b6369adf56d1cdbd52db7da9fe	0b089908423b16ce96ce6ec0279374a5d44c210e570bad0368a8dca55559135a	635607ce202bbea85a4a043c954493f39740d6b6369adf56d1cdbd52db7da9fe	0b089908423b16ce96ce6ec0279374a5d44c210e570bad0368a8dca55559135a	635607ce202bbea85a4a043c954493f39740d6b6369adf56d1cdbd52db7da9fe	0b089908423b16ce96ce6ec0279374a5d44c210e570bad0368a8dca55559135a
group_2520	095081bbb449ac5211a4b524db09da108e3f21a310b70972b571a4b2e40e339f	095081bbb449ac5211a4b524db09da108e3f21a310b70972b571a4b2e40e339f	03e9d25b0e0d588f0ff7a49c40a1cb4f5e47feb7efe595ac77e71924d4087396	095081bbb449ac5211a4b524db09da108e3f21a310b70972b571a4b2e40e339f	945dcadf4aa1c34ae9d7372aa2aef2d2d63dfec10df89b993d3d6c4acf97a4c0	03e9d25b0e0d588f0ff7a49c40a1cb4f5e47feb7efe595ac77e71924d4087396	945dcadf4aa1c34ae9d7372aa2aef2d2d63dfec10df89b993d3d6c4acf97a4c0	03e9d25b0e0d588f0ff7a49c40a1cb4f5e47feb7efe595ac77e71924d4087396	945dcadf4aa1c34ae9d7372aa2aef2d2d63dfec10df89b993d3d6c4acf97a4c0	03e9d25b0e0d588f0ff7a49c40a1cb4f5e47feb7efe595ac77e71924d4087396
group_2522	6d095097e59ad642c8cbce9270b6da808abe90759967d3c3ba54e669b1f70cf9	6d095097e59ad642c8cbce9270b6da808abe90759967d3c3ba54e669b1f70cf9	8204a368a30eb21a597e80573873b9511c25721b164dc8a9a6f9022b7079e139	6d095097e59ad642c8cbce9270b6da808abe90759967d3c3ba54e669b1f70cf9	8c884e19a48c64bf7f85ab5d12f9bc7e907cc30100b32b3b10646647179bd4b6	8204a368a30eb21a597e80573873b9511c25721b164dc8a9a6f9022b7079e139	8c884e19a48c64bf7f85ab5d12f9bc7e907cc30100b32b3b10646647179bd4b6	8204a368a30eb21a597e80573873b9511c25721b164dc8a9a6f9022b7079e139	8c884e19a48c64bf7f85ab5d12f9bc7e907cc30100b32b3b10646647179bd4b6	8204a368a30eb21a597e80573873b9511c25721b164dc8a9a6f9022b7079e139
group_2523	53a9f1a1a3fac7681731c96d502ce8a08adc954f8163f0704c48d49d63b598d3	53a9f1a1a3fac7681731c96d502ce8a08adc954f8163f0704c48d49d63b598d3	4b9251423715de0ef1ee98dc7bd30693aa7ef35600dd886eb143496137dc6cd9	53a9f1a1a3fac7681731c96d502ce8a08adc954f8163f0704c48d49d63b598d3	53a9f1a1a3fac7681731c96d502ce8a08adc954f8163f0704c48d49d63b598d3	4b9251423715de0ef1ee98dc7bd30693aa7ef35600dd886eb143496137dc6cd9	53a9f1a1a3fac7681731c96d502ce8a08adc954f8163f0704c48d49d63b598d3	4b9251423715de0ef1ee98dc7bd30693aa7ef35600dd886eb143496137dc6cd9	53a9f1a1a3fac7681731c96d502ce8a08adc954f8163f0704c48d49d63b598d3	4b9251423715de0ef1ee98dc7bd30693aa7ef35600dd886eb143496137dc6cd9
group_2537	519e16fa1eebc7ca8d19649af43e8ef3edf6f0e2532c647cd8a28cf14f463f1b	519e16fa1eebc7ca8d19649af43e8ef3edf6f0e2532c647cd8a28cf14f463f1b	91c109d5455ef40b1ae46fc2813a87f07ea8f5eeb2fd62b90b335ff5dbae66a3	519e16fa1eebc7ca8d19649af43e8ef3edf6f0e2532c647cd8a28cf14f463f1b	62ecc994ae9300d82954ca4017045bba52d26416dbde42f07e1238de9c15a68b	91c109d5455ef40b1ae46fc2813a87f07ea8f5eeb2fd62b90b335ff5dbae66a3	62ecc994ae9300d82954ca4017045bba52d26416dbde42f07e1238de9c15a68b	91c109d5455ef40b1ae46fc2813a87f07ea8f5eeb2fd62b90b335ff5dbae66a3	62ecc994ae9300d82954ca4017045bba52d26416dbde42f07e1238de9c15a68b	91c109d5455ef40b1ae46fc2813a87f07ea8f5eeb2fd62b90b335ff5dbae66a3
group_2544	19e092895ef66b17680c410f6f1efc2fb3c949414aa381e8265ef0ea7fa9439f	19e092895ef66b17680c410f6f1efc2fb3c949414aa381e8265ef0ea7fa9439f	64ab08fb0fd8858273e7e7a2bcef857fdeda3078b04aefb14f63cd790789809a	19e092895ef66b17680c410f6f1efc2fb3c949414aa381e8265ef0ea7fa9439f	64ab08fb0fd8858273e7e7a2bcef857fdeda3078b04aefb14f63cd790789809a	64ab08fb0fd8858273e7e7a2bcef857fdeda3078b04aefb14f63cd790789809a	64ab08fb0fd8858273e7e7a2bcef857fdeda3078b04aefb14f63cd790789809a	64ab08fb0fd8858273e7e7a2bcef857fdeda3078b04aefb14f63cd790789809a	64ab08fb0fd8858273e7e7a2bcef857fdeda3078b04aefb14f63cd790789809a	64ab08fb0fd8858273e7e7a2bcef857fdeda3078b04aefb14f63cd790789809a
group_2564	5ebaf088a74b8eb44b3fcaecc8c1998ba04e08fcb3c3fc728dd647ed3f319987	5ebaf088a74b8eb44b3fcaecc8c1998ba04e08fcb3c3fc728dd647ed3f319987	9e179ba0f008384b3f3a64318c77f8d9b4d080288b3245018e273d80e60ce7d4	5ebaf088a74b8eb44b3fcaecc8c1998ba04e08fcb3c3fc728dd647ed3f319987	5da26806c4fb84cd5f357b0e1a9ee8ff765560276dbe10f7f2173062d2d40708	9e179ba0f008384b3f3a64318c77f8d9b4d080288b3245018e273d80e60ce7d4	5da26806c4fb84cd5f357b0e1a9ee8ff765560276dbe10f7f2173062d2d40708	9e179ba0f008384b3f3a64318c77f8d9b4d080288b3245018e273d80e60ce7d4	5da26806c4fb84cd5f357b0e1a9ee8ff765560276dbe10f7f2173062d2d40708	9e179ba0f008384b3f3a64318c77f8d9b4d080288b3245018e273d80e60ce7d4
group_2577	b48dec366ad87e966dea4a725bdf9c0c2c943b2533b81e0a7bd8b714dcd24c95	b48dec366ad87e966dea4a725bdf9c0c2c943b2533b81e0a7bd8b714dcd24c95	1e6528aa5f944760a5f6e271a4bcde1c5c3341caa269f09a5f8507491455585b	b48dec366ad87e966dea4a725bdf9c0c2c943b2533b81e0a7bd8b714dcd24c95	628e2e97392d8e31244d98bba8c597b8d766f1b7396b49b80300e1d3ac2d813b	1e6528aa5f944760a5f6e271a4bcde1c5c3341caa269f09a5f8507491455585b	628e2e97392d8e31244d98bba8c597b8d766f1b7396b49b80300e1d3ac2d813b	1e6528aa5f944760a5f6e271a4bcde1c5c3341caa269f09a5f8507491455585b	628e2e97392d8e31244d98bba8c597b8d766f1b7396b49b80300e1d3ac2d813b	1e6528aa5f944760a5f6e271a4bcde1c5c3341caa269f09a5f8507491455585b
group_258	6565d8ed16fe07920efb1ef8733f66e7a3402d09b87ff4b7f666a488a3b27bb2	6565d8ed16fe07920efb1ef8733f66e7a3402d09b87ff4b7f666a488a3b27bb2	858cca19d113a540213ffe1ff0294822a8aba694f0dbde5d7fbac3c17e8b60ff	6565d8ed16fe07920efb1ef8733f66e7a3402d09b87ff4b7f666a488a3b27bb2	61f197163f61376acf77bb4a2668b6e8276cd7e792082407da4cd4f7d6515ec9	858cca19d113a540213ffe1ff0294822a8aba694f0dbde5d7fbac3c17e8b60ff	61f197163f61376acf77bb4a2668b6e8276cd7e792082407da4cd4f7d6515ec9	858cca19d113a540213ffe1ff0294822a8aba694f0dbde5d7fbac3c17e8b60ff	61f197163f61376acf77bb4a2668b6e8276cd7e792082407da4cd4f7d6515ec9	858cca19d113a540213ffe1ff0294822a8aba694f0dbde5d7fbac3c17e8b60ff
group_2661	0363c93d8d59f10a28817ca8ef48a2a3ae72b4298a1a4f8a6b7d36ed1f95fdc3	0363c93d8d59f10a28817ca8ef48a2a3ae72b4298a1a4f8a6b7d36ed1f95fdc3	c090443227a3736137889b0b34dab3d5c9e500fc8d189c10555a2312e88e60fd	0363c93d8d59f10a28817ca8ef48a2a3ae72b4298a1a4f8a6b7d36ed1f95fdc3	bf34e71d01c6a2650be70739c69933d9d75d84ed0fac88faa5a354c270f62f91	c090443227a3736137889b0b34dab3d5c9e500fc8d189c10555a2312e88e60fd	bf34e71d01c6a2650be70739c69933d9d75d84ed0fac88faa5a354c270f62f91	c090443227a3736137889b0b34dab3d5c9e500fc8d189c10555a2312e88e60fd	bf34e71d01c6a2650be70739c69933d9d75d84ed0fac88faa5a354c270f62f91	c090443227a3736137889b0b34dab3d5c9e500fc8d189c10555a2312e88e60fd
group_2663	952f77744408d7237a94301ae8afad93d902577fdeb2e5d13b3e466503830b4c	952f77744408d7237a94301ae8afad93d902577fdeb2e5d13b3e466503830b4c	c92ddc0760a6b25f41b010e1621c5251286ff0e94986de61d2403811f8f70cad	952f77744408d7237a94301ae8afad93d902577fdeb2e5d13b3e466503830b4c	7e9f3f2acefdc1dea4a86c171ab02c86efcb5126153f73bb4fbca550ffc78bb6	c92ddc0760a6b25f41b010e1621c5251286ff0e94986de61d2403811f8f70cad	7e9f3f2acefdc1dea4a86c171ab02c86efcb5126153f73bb4fbca550ffc78bb6	c92ddc0760a6b25f41b010e1621c5251286ff0e94986de61d2403811f8f70cad	7e9f3f2acefdc1dea4a86c171ab02c86efcb5126153f73bb4fbca550ffc78bb6	c92ddc0760a6b25f41b010e1621c5251286ff0e94986de61d2403811f8f70cad
group_2664	1b792cf4072df4cf5500ce6a745672fd652a5bd6312c449a48f5430d959cfe5c	1b792cf4072df4cf5500ce6a745672fd652a5bd6312c449a48f5430d959cfe5c	9681133d225c1c88f674c2057f6f05e84ac94e266b33da82d8ae2e91047a73a7	1b792cf4072df4cf5500ce6a745672fd652a5bd6312c449a48f5430d959cfe5c	e5c204c62edf943ae93aef6c5667a8aec3e49fd202662df9603562edaf87a1ef	9681133d225c1c88f674c2057f6f05e84ac94e266b33da82d8ae2e91047a73a7	e5c204c62edf943ae93aef6c5667a8aec3e49fd202662df9603562edaf87a1ef	9681133d225c1c88f674c2057f6f05e84ac94e266b33da82d8ae2e91047a73a7	e5c204c62edf943ae93aef6c5667a8aec3e49fd202662df9603562edaf87a1ef	9681133d225c1c88f674c2057f6f05e84ac94e266b33da82d8ae2e91047a73a7
group_2672	22988a4ca54370547c2b738e49d0b9c238eb815d660f874cc9fc6cec6a1b0390	22988a4ca54370547c2b738e49d0b9c238eb815d660f874cc9fc6cec6a1b0390	713000751acae304a9c0d08fdffca0a6ff2f69949599dbbb608aff5071976faf	22988a4ca54370547c2b738e49d0b9c238eb815d660f874cc9fc6cec6a1b0390	761cbf9c756e087c6abc73dbb2b994000715f53c95e6545b292f9637829773ac	713000751acae304a9c0d08fdffca0a6ff2f69949599dbbb608aff5071976faf	761cbf9c756e087c6abc73dbb2b994000715f53c95e6545b292f9637829773ac	713000751acae304a9c0d08fdffca0a6ff2f69949599dbbb608aff5071976faf	761cbf9c756e087c6abc73dbb2b994000715f53c95e6545b292f9637829773ac	713000751acae304a9c0d08fdffca0a6ff2f69949599dbbb608aff5071976faf
group_2675	eb3ab0e1aa966f5f9167f467ecc3d8bf7e558d7c72b21982d30d42d7b95f159f	eb3ab0e1aa966f5f9167f467ecc3d8bf7e558d7c72b21982d30d42d7b95f159f	a8fd07876e64ef4316ac44b16fd366a931f42fd9e0ce8eb419dfbf35f02a8bd6	eb3ab0e1aa966f5f9167f467ecc3d8bf7e558d7c72b21982d30d42d7b95f159f	271a1e559df932fdd2787528ed82fdc1d54f029aef19acac90af4a9f823a85a1	a8fd07876e64ef4316ac44b16fd366a931f42fd9e0ce8eb419dfbf35f02a8bd6	271a1e559df932fdd2787528ed82fdc1d54f029aef19acac90af4a9f823a85a1	a8fd07876e64ef4316ac44b16fd366a931f42fd9e0ce8eb419dfbf35f02a8bd6	271a1e559df932fdd2787528ed82fdc1d54f029aef19acac90af4a9f823a85a1	a8fd07876e64ef4316ac44b16fd366a931f42fd9e0ce8eb419dfbf35f02a8bd6
group_2677	41f865bb9286c5c4bc31675d1cdafea71df7703192376dbf76c2388c20fea77e	41f865bb9286c5c4bc31675d1cdafea71df7703192376dbf76c2388c20fea77e	41f865bb9286c5c4bc31675d1cdafea71df7703192376dbf76c2388c20fea77e	41f865bb9286c5c4bc31675d1cdafea71df7703192376dbf76c2388c20fea77e	41f865bb9286c5c4bc31675d1cdafea71df7703192376dbf76c2388c20fea77e	41f865bb9286c5c4bc31675d1cdafea71df7703192376dbf76c2388c20fea77e	41f865bb9286c5c4bc31675d1cdafea71df7703192376dbf76c2388c20fea77e	41f865bb9286c5c4bc31675d1cdafea71df7703192376dbf76c2388c20fea77e	41f865bb9286c5c4bc31675d1cdafea71df7703192376dbf76c2388c20fea77e	41f865bb9286c5c4bc31675d1cdafea71df7703192376dbf76c2388c20fea77e
group_2687	240fc63574b00da11252b18388d15dddcb69f1ec21c38e1d9eaa7d5d4d892878	240fc63574b00da11252b18388d15dddcb69f1ec21c38e1d9eaa7d5d4d892878	07b57fc4c32139c8ac80743ffd51883ad06a7a1fb7bc0d29bc7afd706ac410e3	240fc63574b00da11252b18388d15dddcb69f1ec21c38e1d9eaa7d5d4d892878	6bee0eee38b4cc90083bb6202d6586b7314e6db8ca7758f2d1b734438e6e1223	07b57fc4c32139c8ac80743ffd51883ad06a7a1fb7bc0d29bc7afd706ac410e3	6bee0eee38b4cc90083bb6202d6586b7314e6db8ca7758f2d1b734438e6e1223	07b57fc4c32139c8ac80743ffd51883ad06a7a1fb7bc0d29bc7afd706ac410e3	6bee0eee38b4cc90083bb6202d6586b7314e6db8ca7758f2d1b734438e6e1223	07b57fc4c32139c8ac80743ffd51883ad06a7a1fb7bc0d29bc7afd706ac410e3
group_2701	fb13ae59bb048dbdda861b4d5ee7874c2f61806ebf4403e7b29b9a27ef360b4a	fb13ae59bb048dbdda861b4d5ee7874c2f61806ebf4403e7b29b9a27ef360b4a	f2c9a13fe7deb6fae176ec0c48d418f3f0daf1900214c446aa87e77bfc0f9b8e	fb13ae59bb048dbdda861b4d5ee7874c2f61806ebf4403e7b29b9a27ef360b4a	4c9dece72ff2075f25be657c458734a70a5c674bc12328f6366f05b39e833fef	f2c9a13fe7deb6fae176ec0c48d418f3f0daf1900214c446aa87e77bfc0f9b8e	4c9dece72ff2075f25be657c458734a70a5c674bc12328f6366f05b39e833fef	f2c9a13fe7deb6fae176ec0c48d418f3f0daf1900214c446aa87e77bfc0f9b8e	4c9dece72ff2075f25be657c458734a70a5c674bc12328f6366f05b39e833fef	f2c9a13fe7deb6fae176ec0c48d418f3f0daf1900214c446aa87e77bfc0f9b8e
group_2708	3f32a1325c81f0a77725a3b2ae9140a2b5c3d4e0ca718b35cd0c5d8e4d557729	3f32a1325c81f0a77725a3b2ae9140a2b5c3d4e0ca718b35cd0c5d8e4d557729	3f32a1325c81f0a77725a3b2ae9140a2b5c3d4e0ca718b35cd0c5d8e4d557729	3f32a1325c81f0a77725a3b2ae9140a2b5c3d4e0ca718b35cd0c5d8e4d557729	3f32a1325c81f0a77725a3b2ae9140a2b5c3d4e0ca718b35cd0c5d8e4d557729	3f32a1325c81f0a77725a3b2ae9140a2b5c3d4e0ca718b35cd0c5d8e4d557729	3f32a1325c81f0a77725a3b2ae9140a2b5c3d4e0ca718b35cd0c5d8e4d557729	3f32a1325c81f0a77725a3b2ae9140a2b5c3d4e0ca718b35cd0c5d8e4d557729	3f32a1325c81f0a77725a3b2ae9140a2b5c3d4e0ca718b35cd0c5d8e4d557729	3f32a1325c81f0a77725a3b2ae9140a2b5c3d4e0ca718b35cd0c5d8e4d557729
group_2709	7272af86d0482fb7b752cc8b6532c42d4564114e86fa440e8f5d11c92e543347	7272af86d0482fb7b752cc8b6532c42d4564114e86fa440e8f5d11c92e543347	8e09dad44769f66035ebc4e5f3a4dea29212a86b1e6bff06fa50fd0ed207e306	7272af86d0482fb7b752cc8b6532c42d4564114e86fa440e8f5d11c92e543347	7f43ee60e2607b993590de5154af74767b01c4e9d4347100f49cbebbffc3a4fd	8e09dad44769f66035ebc4e5f3a4dea29212a86b1e6bff06fa50fd0ed207e306	7f43ee60e2607b993590de5154af74767b01c4e9d4347100f49cbebbffc3a4fd	8e09dad44769f66035ebc4e5f3a4dea29212a86b1e6bff06fa50fd0ed207e306	7f43ee60e2607b993590de5154af74767b01c4e9d4347100f49cbebbffc3a4fd	8e09dad44769f66035ebc4e5f3a4dea29212a86b1e6bff06fa50fd0ed207e306
group_2716	28865006297c0568c873432864999b6f9b4e1ca6073f2ba27246ff0a13ae91f8	28865006297c0568c873432864999b6f9b4e1ca6073f2ba27246ff0a13ae91f8	5d7c00b95728b6e393ea658b3f52e824513c95ca6b5c12a742c4c53cea53e044	28865006297c0568c873432864999b6f9b4e1ca6073f2ba27246ff0a13ae91f8	dc3b4c4d545629f9aa4b72eb4186b4cd50849437e74459e217be3502e680bc9f	5d7c00b95728b6e393ea658b3f52e824513c95ca6b5c12a742c4c53cea53e044	dc3b4c4d545629f9aa4b72eb4186b4cd50849437e74459e217be3502e680bc9f	5d7c00b95728b6e393ea658b3f52e824513c95ca6b5c12a742c4c53cea53e044	dc3b4c4d545629f9aa4b72eb4186b4cd50849437e74459e217be3502e680bc9f	5d7c00b95728b6e393ea658b3f52e824513c95ca6b5c12a742c4c53cea53e044
group_272	688edd0d1ab05d28646f1cb5711994812ab148119f1512e3c3b2eeb9e0cada79	688edd0d1ab05d28646f1cb5711994812ab148119f1512e3c3b2eeb9e0cada79	e3dd75f73531b7028235ffcd202ea3a5393d60f0d6253e46d629b7db4114a611	688edd0d1ab05d28646f1cb5711994812ab148119f1512e3c3b2eeb9e0cada79	9c9524c9d1cd51789ee7ff5671b19c0eb00ff7fd57a39fb9e76a018db17fc4f8	e3dd75f73531b7028235ffcd202ea3a5393d60f0d6253e46d629b7db4114a611	9c9524c9d1cd51789ee7ff5671b19c0eb00ff7fd57a39fb9e76a018db17fc4f8	e3dd75f73531b7028235ffcd202ea3a5393d60f0d6253e46d629b7db4114a611	9c9524c9d1cd51789ee7ff5671b19c0eb00ff7fd57a39fb9e76a018db17fc4f8	e3dd75f73531b7028235ffcd202ea3a5393d60f0d6253e46d629b7db4114a611
group_2742	555511d7d753e63fd1ac2364a730c2bd392b5704e492a91d3938e6d87ab198f9	555511d7d753e63fd1ac2364a730c2bd392b5704e492a91d3938e6d87ab198f9	147ae688a3c991c1047a0d10d642b84228c4dd8e20705b033c2f41c90de7048a	555511d7d753e63fd1ac2364a730c2bd392b5704e492a91d3938e6d87ab198f9	7f8ebef8cc36b82237b121d0511adf837dbe85ca18981b1674be2c4224522313	147ae688a3c991c1047a0d10d642b84228c4dd8e20705b033c2f41c90de7048a	7f8ebef8cc36b82237b121d0511adf837dbe85ca18981b1674be2c4224522313	147ae688a3c991c1047a0d10d642b84228c4dd8e20705b033c2f41c90de7048a	7f8ebef8cc36b82237b121d0511adf837dbe85ca18981b1674be2c4224522313	147ae688a3c991c1047a0d10d642b84228c4dd8e20705b033c2f41c90de7048a
group_2790	0d6990d5886c7773cdf9c53b50573e1d7c38babc3280060db65c8780e01393b2	0d6990d5886c7773cdf9c53b50573e1d7c38babc3280060db65c8780e01393b2	2601fa7e880214656e518815a6066ddaa4bffb9ddbd39fe8de4ce9d60578405e	0d6990d5886c7773cdf9c53b50573e1d7c38babc3280060db65c8780e01393b2	3cd0f4da3c8b8a530a57490051f75e8079a0b64a9feec81cba745c951698f559	2601fa7e880214656e518815a6066ddaa4bffb9ddbd39fe8de4ce9d60578405e	3cd0f4da3c8b8a530a57490051f75e8079a0b64a9feec81cba745c951698f559	2601fa7e880214656e518815a6066ddaa4bffb9ddbd39fe8de4ce9d60578405e	3cd0f4da3c8b8a530a57490051f75e8079a0b64a9feec81cba745c951698f559	2601fa7e880214656e518815a6066ddaa4bffb9ddbd39fe8de4ce9d60578405e
group_2801	612a3dc14970e514ac438d097560a645803526c38b44e7e3a311016c66c55f92	612a3dc14970e514ac438d097560a645803526c38b44e7e3a311016c66c55f92	612a3dc14970e514ac438d097560a645803526c38b44e7e3a311016c66c55f92	612a3dc14970e514ac438d097560a645803526c38b44e7e3a311016c66c55f92	3e316d7a0f833a433c253802dd4b379f0a87d174dad3aad036ce3bbd8bf6692d	612a3dc14970e514ac438d097560a645803526c38b44e7e3a311016c66c55f92	3e316d7a0f833a433c253802dd4b379f0a87d174dad3aad036ce3bbd8bf6692d	612a3dc14970e514ac438d097560a645803526c38b44e7e3a311016c66c55f92	3e316d7a0f833a433c253802dd4b379f0a87d174dad3aad036ce3bbd8bf6692d	612a3dc14970e514ac438d097560a645803526c38b44e7e3a311016c66c55f92
group_2803	916a9e312ab19a0edbfe80a3b0f8e11f0fa82d24cbd2d98fe7b15b9cfa02a725	916a9e312ab19a0edbfe80a3b0f8e11f0fa82d24cbd2d98fe7b15b9cfa02a725	043e3e022ad7aa0dbc13e12bd2727b7731ef8ce1e1a42b1e2ef23ab426124d23	916a9e312ab19a0edbfe80a3b0f8e11f0fa82d24cbd2d98fe7b15b9cfa02a725	7165b6be4a0999914f4e03656f398937c926bfbb5e3e8c66cdd363853fee3bb4	043e3e022ad7aa0dbc13e12bd2727b7731ef8ce1e1a42b1e2ef23ab426124d23	7165b6be4a0999914f4e03656f398937c926bfbb5e3e8c66cdd363853fee3bb4	043e3e022ad7aa0dbc13e12bd2727b7731ef8ce1e1a42b1e2ef23ab426124d23	7165b6be4a0999914f4e03656f398937c926bfbb5e3e8c66cdd363853fee3bb4	043e3e022ad7aa0dbc13e12bd2727b7731ef8ce1e1a42b1e2ef23ab426124d23
group_2818	f52385b6301b741a55c6d1ced5eaea0a0adc452b9dcf80b9391e784fa6df5fb5	f52385b6301b741a55c6d1ced5eaea0a0adc452b9dcf80b9391e784fa6df5fb5	fd5e2ba3598d169340190e61ee5e4ff616a21efbfd9a76ced0515232ae187ab8	f52385b6301b741a55c6d1ced5eaea0a0adc452b9dcf80b9391e784fa6df5fb5	fd5e2ba3598d169340190e61ee5e4ff616a21efbfd9a76ced0515232ae187ab8	fd5e2ba3598d169340190e61ee5e4ff616a21efbfd9a76ced0515232ae187ab8	fd5e2ba3598d169340190e61ee5e4ff616a21efbfd9a76ced0515232ae187ab8	fd5e2ba3598d169340190e61ee5e4ff616a21efbfd9a76ced0515232ae187ab8	fd5e2ba3598d169340190e61ee5e4ff616a21efbfd9a76ced0515232ae187ab8	fd5e2ba3598d169340190e61ee5e4ff616a21efbfd9a76ced0515232ae187ab8
group_2823	9df906f300062a0263fec2fd16cdff550fed0aee02bb207a73b4884b4100efa3	9df906f300062a0263fec2fd16cdff550fed0aee02bb207a73b4884b4100efa3	097261a49a8bee21e40c993400c1f2a7f7a10d8fb14502cf87d34d7bc8157287	9df906f300062a0263fec2fd16cdff550fed0aee02bb207a73b4884b4100efa3	e554c8e78409c3a25568a22b050d0b8c60aa168066e5de210354bffc340b9481	097261a49a8bee21e40c993400c1f2a7f7a10d8fb14502cf87d34d7bc8157287	e554c8e78409c3a25568a22b050d0b8c60aa168066e5de210354bffc340b9481	097261a49a8bee21e40c993400c1f2a7f7a10d8fb14502cf87d34d7bc8157287	e554c8e78409c3a25568a22b050d0b8c60aa168066e5de210354bffc340b9481	097261a49a8bee21e40c993400c1f2a7f7a10d8fb14502cf87d34d7bc8157287
